feat1,feat2,group_feat,subgroup,subgroup_trend,subgroup_trend_strength,trend_type,agg_trend,agg_trend_strength,distance
search_conducted_rate,driver_race,state,TX,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.4873,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.3
search_conducted_rate,driver_race,state,VT,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.0226,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,0.1
search_conducted_rate,driver_race,state,WA,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.5286,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,0.1
search_conducted_rate,driver_race,state,WI,['Asian' 'White' 'Hispanic' 'Other' 'Black'],0.2447,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.1
search_conducted_rate,driver_race,driver_gender,F,['Asian' 'White' 'Black' 'Hispanic' 'Other'],0.2139,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.1
search_conducted_rate,driver_race,driver_gender,M,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.3724,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.3
search_conducted_rate,driver_race,decriminalization,0,['Asian' 'White' 'Black' 'Other' 'Hispanic'],0.3204,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.3
search_conducted_rate,driver_race,decriminalization,1,['Other' 'Asian' 'White' 'Black' 'Hispanic'],0.1515,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.1
search_conducted_rate,driver_race,medical,0,['Other' 'Asian' 'White' 'Black' 'Hispanic'],0.1892,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.1
search_conducted_rate,driver_race,medical,1,['Asian' 'White' 'Black' 'Hispanic' 'Other'],0.2968,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.1
search_conducted_rate,driver_race,recreational,0,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2542,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.5
search_conducted_rate,driver_race,recreational,1,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.492,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,0.1
search_conducted_rate,driver_race,no_reforms,0,['Asian' 'White' 'Black' 'Hispanic' 'Other'],0.18,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,-0.1
search_conducted_rate,driver_race,no_reforms,1,['Other' 'White' 'Asian' 'Black' 'Hispanic'],0.3005,rank_trend,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2772,0.1
contraband_found_rate,driver_gender,state,AZ,['F' 'M'],0.2234,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,CO,['F' 'M'],0.2321,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,CT,['F' 'M'],0.58,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,IL,['F' 'M'],0.055,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,MA,['F' 'M'],0.3243,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,MD,['F' 'M'],0.2626,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,NC,['F' 'M'],0.418,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,RI,['F' 'M'],0.5112,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,SC,['F' 'M'],0.5044,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,TX,['F' 'M'],0.4287,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,VT,['F' 'M'],0.1438,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,WA,['F' 'M'],0.427,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,state,WI,['F' 'M'],0.3156,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,driver_race,Asian,['F' 'M'],0.1332,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,driver_race,Black,['F' 'M'],0.2413,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,driver_race,Hispanic,['F' 'M'],0.257,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,driver_race,Other,['F' 'M'],0.0328,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,driver_race,White,['F' 'M'],0.2105,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,decriminalization,0,['F' 'M'],0.2414,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,decriminalization,1,['F' 'M'],0.1463,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,medical,0,['F' 'M'],0.1428,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,medical,1,['F' 'M'],0.1934,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,recreational,0,['F' 'M'],0.1962,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,recreational,1,['F' 'M'],0.2375,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,no_reforms,0,['F' 'M'],0.1561,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_gender,no_reforms,1,['F' 'M'],0.3406,rank_trend,['F' 'M'],0.1797,-0.5
contraband_found_rate,driver_race,state,AZ,['Asian' 'White' 'Hispanic' 'Other' 'Black'],0.0205,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,state,CO,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.1992,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.5
contraband_found_rate,driver_race,state,CT,['Other' 'Asian' 'White' 'Hispanic' 'Black'],0.4716,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,state,IL,['Asian' 'Other' 'White' 'Hispanic' 'Black'],0.3989,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,state,MA,['Asian' 'Other' 'White' 'Black' 'Hispanic'],0.1061,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,state,MD,['Other' 'Asian' 'Hispanic' 'White' 'Black'],0.0906,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,0.1
contraband_found_rate,driver_race,state,NC,['Asian' 'White' 'Other' 'Black' 'Hispanic'],0.2354,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,state,RI,['Asian' 'White' 'Hispanic' 'Other' 'Black'],0.3334,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,state,SC,['Other' 'White' 'Black' 'Hispanic'],0.1422,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.027
contraband_found_rate,driver_race,state,TX,['Asian' 'Hispanic' 'White' 'Other' 'Black'],0.4843,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,state,VT,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.2036,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,state,WA,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.5071,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,state,WI,['Asian' 'White' 'Hispanic' 'Other' 'Black'],0.142,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,driver_gender,F,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.2077,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,driver_gender,M,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.2937,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.5
contraband_found_rate,driver_race,decriminalization,0,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.1297,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.5
contraband_found_rate,driver_race,decriminalization,1,['Other' 'Asian' 'White' 'Hispanic' 'Black'],0.058,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,medical,0,['Asian' 'Other' 'White' 'Hispanic' 'Black'],0.0704,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,medical,1,['Asian' 'White' 'Hispanic' 'Other' 'Black'],0.2011,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.3
contraband_found_rate,driver_race,recreational,0,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0534,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.5
contraband_found_rate,driver_race,recreational,1,['Asian' 'White' 'Hispanic' 'Black' 'Other'],0.2383,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
contraband_found_rate,driver_race,no_reforms,0,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.1521,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.5
contraband_found_rate,driver_race,no_reforms,1,['Asian' 'Other' 'White' 'Black' 'Hispanic'],0.1258,rank_trend,['Asian' 'White' 'Other' 'Hispanic' 'Black'],0.0716,-0.1
hit_rate,driver_gender,state,AZ,['F' 'M'],0.2347,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,CO,['M' 'F'],0.1915,rank_trend,['F' 'M'],0.0433,1.5
hit_rate,driver_gender,state,CT,['F' 'M'],0.1806,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,IL,['M' 'F'],0.1292,rank_trend,['F' 'M'],0.0433,1.5
hit_rate,driver_gender,state,MA,['F' 'M'],0.1562,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,MD,['F' 'M'],0.1167,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,NC,['F' 'M'],0.0325,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,RI,['F' 'M'],0.2069,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,SC,['F' 'M'],0.0861,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,TX,['M' 'F'],0.0521,rank_trend,['F' 'M'],0.0433,1.5
hit_rate,driver_gender,state,VT,['F' 'M'],0.2288,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,WA,['F' 'M'],0.1469,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,state,WI,['F' 'M'],0.124,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,driver_race,Asian,['F' 'M'],0.0207,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,driver_race,Black,['F' 'M'],0.1459,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,driver_race,Hispanic,['M' 'F'],0.1014,rank_trend,['F' 'M'],0.0433,1.5
hit_rate,driver_gender,driver_race,Other,['F' 'M'],0.0485,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,driver_race,White,['F' 'M'],0.1034,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,decriminalization,0,['F' 'M'],0.0858,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,decriminalization,1,['M' 'F'],0.1634,rank_trend,['F' 'M'],0.0433,1.5
hit_rate,driver_gender,medical,0,['M' 'F'],0.0798,rank_trend,['F' 'M'],0.0433,1.5
hit_rate,driver_gender,medical,1,['F' 'M'],0.0937,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,recreational,0,['F' 'M'],0.0577,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,recreational,1,['F' 'M'],0.1578,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,no_reforms,0,['F' 'M'],0.0623,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_gender,no_reforms,1,['F' 'M'],0.0858,rank_trend,['F' 'M'],0.0433,-0.5
hit_rate,driver_race,state,AZ,['Hispanic' 'Asian' 'Other' 'White' 'Black'],0.1688,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
hit_rate,driver_race,state,CO,['Hispanic' 'Black' 'Asian' 'White' 'Other'],0.492,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,0.3
hit_rate,driver_race,state,CT,['Other' 'Black' 'Hispanic' 'White' 'Asian'],0.2557,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,0.7
hit_rate,driver_race,state,IL,['Hispanic' 'Asian' 'Other' 'Black' 'White'],0.3266,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,state,MA,['Asian' 'Other' 'Hispanic' 'Black' 'White'],0.0755,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,state,MD,['Hispanic' 'Other' 'Black' 'Asian' 'White'],0.1807,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,0.1
hit_rate,driver_race,state,NC,['Hispanic' 'Asian' 'Black' 'White' 'Other'],0.1999,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,0.1
hit_rate,driver_race,state,RI,['Other' 'Hispanic' 'Asian' 'Black' 'White'],0.0996,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,0.1
hit_rate,driver_race,state,SC,['Hispanic' 'Other' 'White' 'Black'],0.1032,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.2379
hit_rate,driver_race,state,TX,['Hispanic' 'Asian' 'White' 'Black' 'Other'],0.3255,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,0.3
hit_rate,driver_race,state,VT,['Hispanic' 'Other' 'Asian' 'Black' 'White'],0.1447,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
hit_rate,driver_race,state,WA,['Asian' 'Hispanic' 'Black' 'Other' 'White'],0.3492,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,state,WI,['Hispanic' 'Asian' 'Black' 'Other' 'White'],0.2019,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
hit_rate,driver_race,driver_gender,F,['Asian' 'Other' 'Hispanic' 'Black' 'White'],0.0129,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,driver_gender,M,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.1885,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.5
hit_rate,driver_race,decriminalization,0,['Asian' 'Hispanic' 'Other' 'White' 'Black'],0.0559,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,decriminalization,1,['Hispanic' 'Other' 'Asian' 'Black' 'White'],0.0716,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
hit_rate,driver_race,medical,0,['Hispanic' 'Asian' 'Other' 'Black' 'White'],0.019,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,medical,1,['Asian' 'Hispanic' 'Other' 'White' 'Black'],0.1508,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,recreational,0,['Hispanic' 'Asian' 'Other' 'Black' 'White'],0.0085,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.3
hit_rate,driver_race,recreational,1,['Asian' 'Black' 'Hispanic' 'Other' 'White'],0.0428,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
hit_rate,driver_race,no_reforms,0,['Asian' 'Other' 'Hispanic' 'White' 'Black'],0.1167,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
hit_rate,driver_race,no_reforms,1,['Hispanic' 'Asian' 'Black' 'Other' 'White'],0.0155,rank_trend,['Asian' 'Hispanic' 'Other' 'Black' 'White'],0.0023,-0.1
num_stops,driver_gender,state,AZ,['F' 'M'],0.1241,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,CO,['F' 'M'],0.1184,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,CT,['F' 'M'],0.1288,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,IL,['F' 'M'],0.2,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,MA,['F' 'M'],0.12,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,MD,['F' 'M'],0.1556,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,NC,['F' 'M'],0.1949,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,RI,['F' 'M'],0.0916,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,SC,['F' 'M'],0.0,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,TX,['F' 'M'],0.2,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,VT,['F' 'M'],0.5169,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,WA,['F' 'M'],0.45,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,state,WI,['F' 'M'],0.2223,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,driver_race,Asian,['F' 'M'],0.3605,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,driver_race,Black,['F' 'M'],0.214,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,driver_race,Hispanic,['F' 'M'],0.3775,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,driver_race,Other,['F' 'M'],0.1552,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,driver_race,White,['F' 'M'],0.3621,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,decriminalization,0,['F' 'M'],0.1603,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,decriminalization,1,['F' 'M'],0.1705,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,medical,0,['F' 'M'],0.1902,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,medical,1,['F' 'M'],0.1099,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,recreational,0,['F' 'M'],0.1141,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,recreational,1,['F' 'M'],0.1397,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,no_reforms,0,['F' 'M'],0.108,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_gender,no_reforms,1,['F' 'M'],0.2513,rank_trend,['F' 'M'],0.1164,-0.5
num_stops,driver_race,state,AZ,['Asian' 'Black' 'Other' 'Hispanic' 'White'],0.4221,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.1
num_stops,driver_race,state,CO,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.8172,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
num_stops,driver_race,state,CT,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.6078,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,state,IL,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.8573,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,state,MA,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.5145,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,state,MD,['Asian' 'Other' 'Hispanic' 'Black' 'White'],0.6936,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.1
num_stops,driver_race,state,NC,['Asian' 'Other' 'Hispanic' 'Black' 'White'],0.8268,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.1
num_stops,driver_race,state,RI,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.799,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,state,SC,['Other' 'Hispanic' 'Black' 'White'],0.7917,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.2379
num_stops,driver_race,state,TX,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.9238,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
num_stops,driver_race,state,VT,['Other' 'Hispanic' 'Asian' 'Black' 'White'],0.7214,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.1
num_stops,driver_race,state,WA,['Other' 'Black' 'Asian' 'Hispanic' 'White'],0.7363,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,state,WI,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.6245,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,driver_gender,F,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.421,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,driver_gender,M,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.5263,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
